time_fs,mu_true,mu_pred,mm_true,mm_pred,q0_true,q0_pred,q1_true,q1_pred,q2_true,q2_pred,q3_true,q3_pred
2.570000076293945312e+01,2.423710376024246216e-01,2.418150901794433594e-01,-3.663795359898358583e-04,-3.397092805244028568e-04,-1.909823768073692918e-04,9.876771218841895461e-05,3.195802273694425821e-04,-2.460912510287016630e-04,-1.806048239814117551e-04,5.001101817470043898e-05,5.200696250540204346e-05,9.116082219406962395e-05
2.571999931335449219e+01,2.437342703342437744e-01,2.433779239654541016e-01,-3.592635912355035543e-04,-3.304156998638063669e-04,-2.666512446012347937e-04,2.227417462563607842e-05,3.535290597938001156e-04,-1.662040303926914930e-04,-5.256937947706319392e-05,1.137427098001353443e-04,-3.430844299145974219e-05,3.077248038607649505e-05
2.573999977111816406e+01,2.450070381164550781e-01,2.448146343231201172e-01,-3.441942390054464340e-04,-3.142237546853721142e-04,-3.404050657991319895e-04,-5.219917875365354121e-05,3.867354826070368290e-04,-8.540389535482972860e-05,7.706507312832400203e-05,1.763632171787321568e-04,-1.233954972121864557e-04,-3.209475835319608450e-05
2.576000022888183594e+01,2.461625486612319946e-01,2.460989207029342651e-01,-3.214679891243577003e-04,-2.914638607762753963e-04,-4.110309237148612738e-04,-1.230893831234425306e-04,4.175487556494772434e-04,-4.989805347577203065e-06,2.068239991785958409e-04,2.365489635849371552e-04,-2.133418311132118106e-04,-9.619678166927769780e-05
2.578000068664550781e+01,2.471770346164703369e-01,2.472091615200042725e-01,-2.917639212682843208e-04,-2.625687047839164734e-04,-4.772522370330989361e-04,-1.889426348498091102e-04,4.442562931217253208e-04,7.359448500210419297e-05,3.350740880705416203e-04,2.930945192929357290e-04,-3.020781441591680050e-04,-1.601603435119614005e-04
2.579999923706054688e+01,2.480305135250091553e-01,2.481282204389572144e-01,-2.560895809438079596e-04,-2.280840417370200157e-04,-5.376702756620943546e-04,-2.484790165908634663e-04,4.652290081139653921e-04,1.487655536038801074e-04,4.599819076247513294e-04,3.448868810664862394e-04,-3.875406400766223669e-04,-2.225478965556249022e-04
2.581999969482421875e+01,2.487074434757232666e-01,2.488431632518768311e-01,-2.153512177756056190e-04,-1.886854443000629544e-04,-5.908662569709122181e-04,-3.006628830917179585e-04,4.791443352587521076e-04,2.189471269957721233e-04,5.795827601104974747e-04,3.908617363777011633e-04,-4.678608092945069075e-04,-2.819549117702990770e-04
2.584000015258789062e+01,2.491969615221023560e-01,2.493449300527572632e-01,-1.703694724710658193e-04,-1.451890420867130160e-04,-6.355042569339275360e-04,-3.447117051109671593e-04,4.851099511142820120e-04,2.827490097843110561e-04,6.918435683473944664e-04,4.299770516809076071e-04,-5.414492334239184856e-04,-3.370752674527466297e-04
2.586000061035156250e+01,2.494920492172241211e-01,2.496280521154403687e-01,-1.220884150825440884e-04,-9.854532981989905238e-05,-6.703913677483797073e-04,-3.800434351433068514e-04,4.826275398954749107e-04,3.390321508049964905e-04,7.947394624352455139e-04,4.612317134160548449e-04,-6.069756345823407173e-04,-3.867233754135668278e-04
2.587999916076660156e+01,2.495886534452438354e-01,2.496906071901321411e-01,-7.133540930226445198e-05,-4.980739322490990162e-05,-6.945900386199355125e-04,-4.062169464305043221e-04,4.715336253866553307e-04,3.868318453896790743e-04,8.864011615514755249e-04,4.837264714296907187e-04,-6.633447483181953430e-04,-4.297959094401448965e-04
2.589999961853027344e+01,2.494854629039764404e-01,2.495338022708892822e-01,-1.879223964351695031e-05,-7.973294913199424627e-08,-7.074947352521121502e-04,-4.229292098898440599e-04,4.518857167568057775e-04,4.252542566973716021e-04,9.652780718170106411e-04,4.967191489413380623e-04,-7.096690824255347252e-04,-4.652297939173877239e-04
2.592000007629394531e+01,2.491847425699234009e-01,2.491618841886520386e-01,3.458422725088894367e-05,4.953976895194500685e-05,-7.087966660037636757e-04,-4.300455912016332150e-04,4.237285756971687078e-04,4.534122417680919170e-04,1.030299812555313110e-03,4.996586358174681664e-04,-7.452316931448876858e-04,-4.920235369354486465e-04
2.594000053405761719e+01,2.486927062273025513e-01,2.485817670822143555e-01,8.753917063586413860e-05,9.800436237128451467e-05,-6.985036307014524937e-04,-4.276257532183080912e-04,3.869812353514134884e-04,4.704742459580302238e-04,1.081050024367868900e-03,4.922549123875796795e-04,-7.695275708101689816e-04,-5.093140061944723129e-04
2.595999908447265625e+01,2.480195015668869019e-01,2.478028684854507446e-01,1.388367381878197193e-04,1.443398068659007549e-04,-6.770449690520763397e-04,-4.159426898695528507e-04,3.415917162783443928e-04,4.757882852572947741e-04,1.117825740948319435e-03,4.745152546092867851e-04,-7.823725463822484016e-04,-5.164857720956206322e-04
2.597999954223632812e+01,2.471792399883270264e-01,2.468369752168655396e-01,1.872462453320622444e-04,1.876440364867448807e-04,-6.452363450080156326e-04,-3.954409621655941010e-04,2.877063234336674213e-04,4.690226924140006304e-04,1.141474465839564800e-03,4.467344551812857389e-04,-7.839444442652165890e-04,-5.132419173605740070e-04
2.600000000000000000e+01,2.461898773908615112e-01,2.456983625888824463e-01,2.315067395102232695e-04,2.270771947223693132e-04,-6.040833541192114353e-04,-3.666787524707615376e-04,2.257155574625357985e-04,4.502802912611514330e-04,1.153116230852901936e-03,4.094713658560067415e-04,-7.747484487481415272e-04,-4.996108473278582096e-04
2.602000045776367188e+01,2.450728565454483032e-01,2.444039434194564819e-01,2.706486848182976246e-04,2.618572034407407045e-04,-5.546035245060920715e-04,-3.303038247395306826e-04,1.563142286613583565e-04,4.201010451652109623e-04,1.153871417045593262e-03,3.634950553532689810e-04,-7.555821794085204601e-04,-4.759006551466882229e-04
2.604000091552734375e+01,2.438522726297378540e-01,2.429736703634262085e-01,3.040766750928014517e-04,2.912687778007239103e-04,-4.976878408342599869e-04,-2.870727039407938719e-04,8.051044278545305133e-05,3.793571668211370707e-04,1.144623267464339733e-03,3.097415610682219267e-04,-7.274458184838294983e-04,-4.426300583872944117e-04
2.605999946594238281e+01,2.425539046525955200e-01,2.414307445287704468e-01,3.312834305688738823e-04,3.146874951198697090e-04,-4.340301093179732561e-04,-2.379008801653981209e-04,-5.409497134678531438e-07,3.291076282039284706e-04,1.125925220549106598e-03,2.492833300493657589e-04,-6.913541583344340324e-04,-4.004741786047816277e-04
2.607999992370605469e+01,2.412041872739791870e-01,2.398020178079605103e-01,3.518261655699461699e-04,3.316093061584979296e-04,-3.642962547019124031e-04,-1.838870375650003552e-04,-8.566689939470961690e-05,2.705118386074900627e-04,1.098156557418406010e-03,1.833270798670127988e-04,-6.481933523900806904e-04,-3.502648614812642336e-04
2.610000038146972656e+01,2.398295104503631592e-01,2.381178289651870728e-01,3.654089523479342461e-04,3.416752151679247618e-04,-2.894359931815415621e-04,-1.262789883185178041e-04,-1.736587437335401773e-04,2.048239257419481874e-04,1.061796676367521286e-03,1.132194884121417999e-04,-5.987019394524395466e-04,-2.930267073679715395e-04
2.612000083923339844e+01,2.384562492370605469e-01,2.364118397235870361e-01,3.717029758263379335e-04,3.446827467996627092e-04,-2.107752079609781504e-04,-6.639508501393720508e-05,-2.633700205478817225e-04,1.334383414359763265e-04,1.017623813822865486e-03,4.047509719384834170e-05,-5.434786435216665268e-04,-2.299953921465203166e-04
2.613999938964843750e+01,2.371112257242202759e-01,2.347202897071838379e-01,3.702661779243499041e-04,3.405822499189525843e-04,-1.298503048019483685e-04,-5.553984010475687683e-06,-3.539189056027680635e-04,5.795253673568367958e-05,9.667859412729740143e-04,-3.321701660752296448e-05,-4.830167454201728106e-04,-1.625720469746738672e-04
2.615999984741210938e+01,2.358213067054748535e-01,2.330811023712158203e-01,3.607176477089524269e-04,3.294621128588914871e-04,-4.823937706532888114e-05,5.494885408552363515e-05,-4.446607781574130058e-04,-1.982640060305129737e-05,9.107578662224113941e-04,-1.060479698935523629e-04,-4.178576637059450150e-04,-9.223719825968146324e-05
2.618000030517578125e+01,2.346127927303314209e-01,2.315326333045959473e-01,3.429331118240952492e-04,3.115324652753770351e-04,3.255064802942797542e-05,1.138355291914194822e-04,-5.349866696633398533e-04,-9.794116340344771743e-05,8.512076456099748611e-04,-1.761897729011252522e-04,-3.487715730443596840e-04,-2.049266004178207368e-05
2.620000076293945312e+01,2.335113137960433960e-01,2.301122695207595825e-01,3.171121934428811073e-04,2.871147589758038521e-04,1.111849342123605311e-04,1.698463893262669444e-04,-6.242315866984426975e-04,-1.744212349876761436e-04,7.898540352471172810e-04,-2.419282391201704741e-04,-2.768074045889079571e-04,5.113099905429407954e-05
2.621999931335449219e+01,2.325409352779388428e-01,2.288548946380615234e-01,2.837775100488215685e-04,2.566426119301468134e-04,1.865044323494657874e-04,2.217800210928544402e-04,-7.116124033927917480e-04,-2.474360226187855005e-04,7.283635204657912254e-04,-3.017648123204708099e-04,-2.032555203186348081e-04,1.210468835779465735e-04
2.623999977111816406e+01,2.317227870225906372e-01,2.277913093566894531e-01,2.438153023831546307e-04,2.206735080108046532e-04,2.574644749984145164e-04,2.685541403479874134e-04,-7.961068768054246902e-04,-3.153772850055247545e-04,6.682320963591337204e-04,-3.544465289451181889e-04,-1.295897236559540033e-04,1.876491878647357225e-04
2.626000022888183594e+01,2.310740947723388672e-01,2.269466817378997803e-01,1.983281399589031935e-04,1.799039309844374657e-04,3.231539449188858271e-04,3.092449042014777660e-04,-8.764734957367181778e-04,-3.768591559492051601e-04,6.106500513851642609e-04,-3.989375254604965448e-04,-5.733052603318355978e-05,2.494043146725744009e-04
2.628000068664550781e+01,2.306079417467117310e-01,2.263394445180892944e-01,1.483661762904375792e-04,1.351800310658290982e-04,3.827895561698824167e-04,3.430898359511047602e-04,-9.513533441349864006e-04,-4.306713235564529896e-04,5.564662278629839420e-04,-4.343594482634216547e-04,1.209756192110944539e-05,3.049287770409137011e-04
2.629999923706054688e+01,2.303333729505538940e-01,2.259809076786041260e-01,9.498820872977375984e-05,8.748942491365596652e-05,4.355263081379234791e-04,3.694674524012953043e-04,-1.019178889691829681e-03,-4.757193091791123152e-04,5.063321441411972046e-04,-4.599438107106834650e-04,7.732037192909047008e-05,3.530127869453281164e-04
2.631999969482421875e+01,2.302558571100234985e-01,2.258753627538681030e-01,3.932432446163147688e-05,3.793088762904517353e-05,4.802963812835514545e-04,3.878815914504230022e-04,-1.078094355762004852e-03,-5.109933554194867611e-04,4.609484458342194557e-04,-4.750537627842277288e-04,1.368494558846578002e-04,3.926002827938646078e-04
2.634000015258789062e+01,2.303775548934936523e-01,2.260208427906036377e-01,-1.763921864039730281e-05,-1.233607690664939582e-05,5.159483407624065876e-04,3.979682514909654856e-04,-1.126233721151947975e-03,-5.356243345886468887e-04,4.212295170873403549e-04,-4.792721883859485388e-04,1.890558341983705759e-04,4.227567405905574560e-04
2.636000061035156250e+01,2.306971848011016846e-01,2.264101505279541016e-01,-7.496606122003868222e-05,-6.214877066668123007e-05,5.415811901912093163e-04,3.995319711975753307e-04,-1.162133994512259960e-03,-5.489988834597170353e-04,3.882494638673961163e-04,-4.724780737888067961e-04,2.323033841094002128e-04,4.426612576935440302e-04
2.637999916076660156e+01,2.312095612287521362e-01,2.270317524671554565e-01,-1.314403634751215577e-04,-1.103890826925635338e-04,5.568374181166291237e-04,3.925955679733306170e-04,-1.184947206638753414e-03,-5.508530302904546261e-04,3.629990969784557819e-04,-4.548453143797814846e-04,2.651107206474989653e-04,4.516495973803102970e-04
2.639999961853027344e+01,2.319051921367645264e-01,2.278706282377243042e-01,-1.856255694292485714e-04,-1.560133969178423285e-04,5.620506708510220051e-04,3.774256620090454817e-04,-1.194510958157479763e-03,-5.412903847172856331e-04,3.461200394667685032e-04,-4.267746116966009140e-04,2.863402187358587980e-04,4.492944572120904922e-04
2.642000007629394531e+01,2.327703386545181274e-01,2.289087623357772827e-01,-2.360159269301220775e-04,-1.980644738068804145e-04,5.581352161243557930e-04,3.545229556038975716e-04,-1.191278919577598572e-03,-5.207319627515971661e-04,3.377743996679782867e-04,-3.888191422447562218e-04,2.953693328890949488e-04,4.355031123850494623e-04
2.644000053405761719e+01,2.337868213653564453e-01,2.301252186298370361e-01,-2.810072328429669142e-04,-2.356754703214392066e-04,5.461919354274868965e-04,3.245799744036048651e-04,-1.175986719317734241e-03,-4.898404004052281380e-04,3.377115062903612852e-04,-3.416658437345176935e-04,2.920832193922251463e-04,4.105928819626569748e-04
2.645999908447265625e+01,2.349321842193603516e-01,2.314961105585098267e-01,-3.191983560100197792e-04,-2.680764591787010431e-04,5.271199624985456467e-04,2.884252462536096573e-04,-1.149324118159711361e-03,-4.494611057452857494e-04,3.454534744378179312e-04,-2.861843095161020756e-04,2.767507394310086966e-04,3.752888296730816364e-04
2.647999954223632812e+01,2.361808568239212036e-01,2.329944223165512085e-01,-3.497681173030287027e-04,-2.946085296571254730e-04,5.015186034142971039e-04,2.469749888405203819e-04,-1.111949211917817593e-03,-4.005974042229354382e-04,3.604346420615911484e-04,-2.235002611996605992e-04,2.499959664419293404e-04,3.306338621769100428e-04
2.650000000000000000e+01,2.375056445598602295e-01,2.345898896455764771e-01,-3.722523979377001524e-04,-3.147438983432948589e-04,4.697936819866299629e-04,2.011998731177300215e-04,-1.064612995833158493e-03,-3.444170579314231873e-04,3.820326528511941433e-04,-1.550142333144322038e-04,2.127866755472496152e-04,2.778424532152712345e-04
2.652000045776367188e+01,2.388784289360046387e-01,2.362491637468338013e-01,-3.863341698888689280e-04,-3.281043609604239464e-04,4.322803870309144258e-04,1.521054364275187254e-04,-1.008110237307846546e-03,-2.822599490173161030e-04,4.095809126738458872e-04,-8.231934043578803539e-05,1.662489667069166899e-04,2.181606105295941234e-04
2.654000091552734375e+01,2.402704656124114990e-01,2.379365563392639160e-01,-3.920241142623126507e-04,-3.344697470311075449e-04,3.893685643561184406e-04,1.007220562314614654e-04,-9.432099759578704834e-04,-2.155995898647233844e-04,4.424024373292922974e-04,-7.060876669129356742e-06,1.114389669965021312e-04,1.528002176200971007e-04
2.655999946594238281e+01,2.416531145572662354e-01,2.396151274442672729e-01,-3.894546534866094589e-04,-3.337732632644474506e-04,3.416009712964296341e-04,4.810050450032576919e-05,-8.706799126230180264e-04,-1.459544000681489706e-04,4.798120062332600355e-04,6.916524580447003245e-05,4.926694964524358511e-05,8.297262684209272265e-05
2.657999992370605469e+01,2.429984956979751587e-01,2.412483096122741699e-01,-3.785220906138420105e-04,-3.260866506025195122e-04,2.896676596719771624e-04,-4.696592441177926958e-06,-7.912741275504231453e-04,-7.481060310965403914e-05,5.210908711887896061e-04,1.448410184821113944e-04,-1.948440331034362316e-05,9.977625268220435828e-06
2.660000038146972656e+01,2.442794740200042725e-01,2.428014576435089111e-01,-3.591240674722939730e-04,-3.116014122497290373e-04,2.343895321246236563e-04,-5.660885290126316249e-05,-7.057671318762004375e-04,-3.609683062677504495e-06,5.654540145769715309e-04,2.185326884500682354e-04,-9.407641482539474964e-05,-6.472242239397019148e-05
2.662000083923339844e+01,2.454697787761688232e-01,2.442431598901748657e-01,-3.314382920507341623e-04,-2.906146401073783636e-04,1.767997164279222488e-04,-1.066028635250404477e-04,-6.151639390736818314e-04,6.620774365728721023e-05,6.119594327174127102e-04,2.889217576012015343e-04,-1.735951664159074426e-04,-1.394928549416363239e-04
2.663999938964843750e+01,2.465445399284362793e-01,2.455461472272872925e-01,-2.958246623165905476e-04,-2.635258715599775314e-04,1.181847619591280818e-04,-1.537118077976629138e-04,-5.208071670494973660e-04,1.331644598394632339e-04,6.593967555090785027e-04,3.548409440554678440e-04,-2.567743358667939901e-04,-2.126041508745402098e-04
2.665999984741210938e+01,2.474808394908905029e-01,2.466875910758972168e-01,-2.529025659896433353e-04,-2.308443799847736955e-04,5.993763988954015076e-05,-1.970729354070499539e-04,-4.241521528456360102e-04,1.957816421054303646e-04,7.062973454594612122e-04,4.152707988396286964e-04,-3.420828725211322308e-04,-2.823598042596131563e-04
2.668000030517578125e+01,2.482589036226272583e-01,2.476490586996078491e-01,-2.037873346125707030e-04,-1.932037412188947201e-04,3.328744014652329497e-06,-2.359471109230071306e-04,-3.264768165536224842e-04,2.526823955122381449e-04,7.510531577281653881e-04,4.692932707257568836e-04,-4.279050626792013645e-04,-3.472016251180320978e-04
2.670000076293945312e+01,2.488625645637512207e-01,2.484162300825119019e-01,-1.499401696491986513e-04,-1.513725728727877140e-04,-5.063339995103888214e-05,-2.697095042094588280e-04,-2.288047107867896557e-04,3.026759077329188585e-04,7.920087082311511040e-04,5.160382715985178947e-04,-5.125706084072589874e-04,-4.057457845192402601e-04
2.671999931335449219e+01,2.492793351411819458e-01,2.489787042140960693e-01,-9.285796841140836477e-05,-1.062517476384527981e-04,-1.011954373097978532e-04,-2.978303818963468075e-04,-1.319974544458091259e-04,3.447437484283000231e-04,8.275166037492454052e-04,5.546597531065344810e-04,-5.943236756138503551e-04,-4.567454743664711714e-04
2.673999977111816406e+01,2.495010048151016235e-01,2.493296861648559570e-01,-3.400264904485084116e-05,-5.884890560992062092e-05,-1.476918987464159727e-04,-3.198607300873845816e-04,-3.698522050399333239e-05,3.779646649491041899e-04,8.559984271414577961e-04,5.843443796038627625e-04,-6.713212933391332626e-04,-4.990390734747052193e-04
2.676000022888183594e+01,2.495240420103073120e-01,2.494658529758453369e-01,2.533208680688403547e-05,-1.023255299514858052e-05,-1.892960717668756843e-04,-3.354341024532914162e-04,5.490365947480313480e-05,4.014708683826029301e-04,8.759771590121090412e-04,6.043422617949545383e-04,-7.415847503580152988e-04,-5.315512535162270069e-04
2.678000068664550781e+01,2.493490725755691528e-01,2.493871450424194336e-01,8.416271157329902053e-05,3.852202644338831306e-05,-2.249210374429821968e-04,-3.442816960159689188e-04,1.418079336872324347e-04,4.144772537983953953e-04,8.861282258294522762e-04,6.140310433693230152e-04,-8.030151366256177425e-04,-5.533731891773641109e-04
2.679999923706054688e+01,2.489801645278930664e-01,2.490964680910110474e-01,1.415535516571253538e-04,8.637926657684147358e-05,-2.533929073251783848e-04,-3.462454187683761120e-04,2.215723652625456452e-04,4.163776466157287359e-04,8.854500483721494675e-04,6.130010006017982960e-04,-8.536294917576014996e-04,-5.638770526275038719e-04
2.681999969482421875e+01,2.484245896339416504e-01,2.485994994640350342e-01,1.963569229701533914e-04,1.323689502896741033e-04,-2.737216418609023094e-04,-3.412802179809659719e-04,2.920983242802321911e-04,4.068701819051057100e-04,8.734383736737072468e-04,6.011227378621697426e-04,-8.918150560930371284e-04,-5.628021317534148693e-04
2.684000015258789062e+01,2.476924061775207520e-01,2.479044497013092041e-01,2.473487693350762129e-04,1.755909179337322712e-04,-2.852545003406703472e-04,-3.294440975878387690e-04,3.515693533699959517e-04,3.860590804833918810e-04,8.500625262968242168e-04,5.785552784800529480e-04,-9.163774084299802780e-04,-5.502726999111473560e-04
2.686000061035156250e+01,2.467963844537734985e-01,2.470219135284423828e-01,2.933876239694654942e-04,2.152080851374194026e-04,-2.876972139347344637e-04,-3.108875243924558163e-04,3.986593510489910841e-04,3.544698411133140326e-04,8.155748364515602589e-04,5.457086372189223766e-04,-9.265369735658168793e-04,-5.267465603537857533e-04
2.687999916076660156e+01,2.457525283098220825e-01,2.459648996591567993e-01,3.333903150632977486e-04,2.504404401406645775e-04,-2.810745208989828825e-04,-2.858508378267288208e-04,4.327892675064504147e-04,3.129637625534087420e-04,7.703054579906165600e-04,5.031854961998760700e-04,-9.220202337019145489e-04,-4.929294227622449398e-04
2.689999961853027344e+01,2.445806860923767090e-01,2.447489351034164429e-01,3.663333773147314787e-04,2.805715485010296106e-04,-2.656517317518591881e-04,-2.546728355810046196e-04,4.542712704278528690e-04,2.625945198815315962e-04,7.145126000978052616e-04,4.517476190812885761e-04,-9.031321387737989426e-04,-4.497094778344035149e-04
2.692000007629394531e+01,2.433042228221893311e-01,2.433923929929733276e-01,3.913580439984798431e-04,3.049676015507429838e-04,-2.418369404040277004e-04,-2.178056311095133424e-04,4.642582498490810394e-04,2.044936409220099449e-04,6.483496981672942638e-04,3.923225158359855413e-04,-8.707710076123476028e-04,-3.981451154686510563e-04
2.694000053405761719e+01,2.419493198394775391e-01,2.419167459011077881e-01,4.078021738678216934e-04,3.231050504837185144e-04,-2.100962010445073247e-04,-1.758275175234302878e-04,4.645259468816220760e-04,1.398594758938997984e-04,5.719863111153244972e-04,3.260292287450283766e-04,-8.264160715043544769e-04,-3.394915838725864887e-04
2.695999908447265625e+01,2.405441105365753174e-01,2.403468787670135498e-01,4.152386682108044624e-04,3.345954464748501778e-04,-1.709008502075448632e-04,-1.294470275752246380e-04,4.570616583805531263e-04,7.002880738582462072e-05,4.857742460444569588e-04,2.541944850236177444e-04,-7.719350396655499935e-04,-2.752058790065348148e-04
2.697999954223632812e+01,2.391175031661987305e-01,2.387111335992813110e-01,4.137095238547772169e-04,3.392001381143927574e-04,-1.247472246177494526e-04,-7.949631253723055124e-05,4.435665905475616455e-04,-3.438849489612039179e-06,3.903672040905803442e-04,1.783407496986910701e-04,-7.091865991242229939e-04,-2.068810572382062674e-04
2.700000000000000000e+01,2.376982718706130981e-01,2.370411902666091919e-01,4.037007456645369530e-04,3.368301840964704752e-04,-7.230065239127725363e-05,-2.691899499041028321e-05,4.252054495736956596e-04,-7.873086724430322647e-05,2.868524461518973112e-04,1.001443233690224588e-04,-6.397572578862309456e-04,-1.361274189548566937e-04
2.702000045776367188e+01,2.363144457340240479e-01,2.353715449571609497e-01,3.857474657706916332e-04,3.275356139056384563e-04,-1.461524152546189725e-05,2.723993384279310703e-05,4.027493705507367849e-04,-1.538526412332430482e-04,1.768909714883193374e-04,2.136802504537627101e-05,-5.650250823237001896e-04,-6.449370994232594967e-05
2.704000091552734375e+01,2.349927574396133423e-01,2.337386608123779297e-01,3.603626682888716459e-04,3.114900900982320309e-04,4.673474177252501249e-05,8.184124453691765666e-05,3.768756869249045849e-04,-2.267850650241598487e-04,6.272321479627862573e-05,-5.622385651804506779e-05,-4.863336507696658373e-04,6.521233899547951296e-06
2.705999946594238281e+01,2.337583005428314209e-01,2.321799546480178833e-01,3.281341923866420984e-04,2.889799361582845449e-04,1.097391359508037567e-04,1.356734719593077898e-04,3.483817272353917360e-04,-2.956440730486065149e-04,-5.302514182403683662e-05,-1.309425279032438993e-04,-4.050957213621586561e-04,7.543478568550199270e-05
2.707999992370605469e+01,2.326342761516571045e-01,2.307324856519699097e-01,2.895024954341351986e-04,2.604024193715304136e-04,1.722083979984745383e-04,1.874955778475850821e-04,3.182812652084976435e-04,-3.587693499866873026e-04,-1.676549436524510384e-04,-2.012274781009182334e-04,-3.228347341064363718e-04,1.408124226145446301e-04
2.710000038146972656e+01,2.316422462463378906e-01,2.294315397739410400e-01,2.448012819513678551e-04,2.262741909362375736e-04,2.320494822924956679e-04,2.360940270591527224e-04,2.877829829230904579e-04,-4.147460567764937878e-04,-2.787091070786118507e-04,-2.656687865965068340e-04,-2.411233435850590467e-04,2.013354533119127154e-04
2.712000083923339844e+01,2.308020144701004028e-01,2.283089756965637207e-01,1.947640412254258990e-04,1.872456341516226530e-04,2.874551282729953527e-04,2.803361567202955484e-04,2.581674198154360056e-04,-4.623951099347323179e-04,-3.841838042717427015e-04,-3.230143629480153322e-04,-1.614387583686038852e-04,2.558334963396191597e-04
2.713999938964843750e+01,2.301313132047653198e-01,2.273918539285659790e-01,1.406368246534839272e-04,1.441115455236285925e-04,3.369806217961013317e-04,3.192025760654360056e-04,2.307104878127574921e-04,-5.007310537621378899e-04,-4.825714568141847849e-04,-3.721605753526091576e-04,-8.511963824275881052e-05,3.032794338651001453e-04
2.715999984741210938e+01,2.296449244022369385e-01,2.267010509967803955e-01,8.376521145692095160e-05,9.780819527804851532e-05,3.795058000832796097e-04,3.517938894219696522e-04,2.067199238808825612e-04,-5.288957036100327969e-04,-5.727781681343913078e-04,-4.121396050322800875e-04,-1.344758220511721447e-05,3.427714982535690069e-04
2.718000030517578125e+01,2.293538451194763184e-01,2.262506335973739624e-01,2.545030838518869132e-05,4.938847996527329087e-05,4.141296376474201679e-04,3.773187345359474421e-04,1.875112939160317183e-04,-5.461378023028373718e-04,-6.539880996569991112e-04,-4.421349731273949146e-04,5.234715354163199663e-05,3.735174541361629963e-04
2.720000076293945312e+01,2.292642295360565186e-01,2.260477542877197266e-01,-3.293218469480052590e-05,-2.231773521543800598e-08,4.401006735861301422e-04,3.950893587898463011e-04,1.742210442898795009e-04,-5.518982070498168468e-04,-7.255073869600892067e-04,-4.615327925421297550e-04,1.111856909119524062e-04,3.948377852793782949e-04
2.721999931335449219e+01,2.293767929077148438e-01,2.260930836200714111e-01,-9.012516238726675510e-05,-4.928133421344682574e-05,4.568158474285155535e-04,4.045460664201527834e-04,1.676219544606283307e-04,-5.459318053908646107e-04,-7.866353262215852737e-04,-4.699753189925104380e-04,1.621975388843566179e-04,4.062089137732982635e-04
2.723999977111816406e+01,2.296870648860931396e-01,2.263817787170410156e-01,-1.451911957701668143e-04,-9.727755968924611807e-05,4.638234386220574379e-04,4.053064330946654081e-04,1.680787390796467662e-04,-5.283575155772268772e-04,-8.366274414584040642e-04,-4.673841467592865229e-04,2.047252492047846317e-04,4.073334566783159971e-04
2.726000022888183594e+01,2.301865667104721069e-01,2.269043475389480591e-01,-1.973110192921012640e-04,-1.429655967513099313e-04,4.608182935044169426e-04,3.972169943153858185e-04,1.756056444719433784e-04,-4.996177740395069122e-04,-8.747680694796144962e-04,-4.539499641396105289e-04,2.383441023994237185e-04,3.982156631536781788e-04
2.728000068664550781e+01,2.308638542890548706e-01,2.276475578546524048e-01,-2.456375514157116413e-04,-1.853816502261906862e-04,4.476760514080524445e-04,3.803874715231359005e-04,1.899995550047606230e-04,-4.603927663993090391e-04,-9.005344472825527191e-04,-4.300960863474756479e-04,2.628588117659091949e-04,3.792055358644574881e-04
2.729999923706054688e+01,2.317050993442535400e-01,2.285949438810348511e-01,-2.894054632633924484e-04,-2.236491855001077056e-04,4.244943556841462851e-04,3.551978443283587694e-04,2.110154746333137155e-04,-4.115305200684815645e-04,-9.137851884588599205e-04,-3.964364586863666773e-04,2.782753726933151484e-04,3.509812522679567337e-04
2.731999969482421875e+01,2.326940894126892090e-01,2.297271788120269775e-01,-3.278218209743499756e-04,-2.569845237303525209e-04,3.915905253961682320e-04,3.222725645173341036e-04,2.384281106060370803e-04,-3.540320321917533875e-04,-9.148439276032149792e-04,-3.537501906976103783e-04,2.848252770490944386e-04,3.144782385788857937e-04
2.734000015258789062e+01,2.338121533393859863e-01,2.310219854116439819e-01,-3.597775648813694715e-04,-2.847085997927933931e-04,3.494994307402521372e-04,2.824256662279367447e-04,2.719272742979228497e-04,-2.890877076424658298e-04,-9.044313337653875351e-04,-3.029928193427622318e-04,2.830046578310430050e-04,2.707935054786503315e-04
2.736000061035156250e+01,2.350378781557083130e-01,2.324540764093399048e-01,-3.840169811155647039e-04,-3.062652540393173695e-04,2.989780332427471876e-04,2.365902619203552604e-04,3.110351099167019129e-04,-2.181058516725897789e-04,-8.835350745357573032e-04,-2.453258202876895666e-04,2.735219604801386595e-04,2.210897946497425437e-04
2.737999916076660156e+01,2.363469600677490234e-01,2.339949011802673340e-01,-3.996059240307658911e-04,-3.212398150935769081e-04,2.409365406492725015e-04,1.857534953160211444e-04,3.551567788235843182e-04,-1.426595263183116913e-04,-8.532637148164212704e-04,-1.821222685975953937e-04,2.571703807916492224e-04,1.665332965785637498e-04
2.739999961853027344e+01,2.377123534679412842e-01,2.356128543615341187e-01,-4.060256178490817547e-04,-3.293704357929527760e-04,1.763314212439581752e-04,1.309221988776698709e-04,4.036507743876427412e-04,-6.435951945604756474e-05,-8.146758191287517548e-04,-1.149112431448884308e-04,2.346936380490660667e-04,1.082883463823236525e-04
