epoch,loss,l_q,l_mu,l_mm,l_q_base,l_mu_base,l_mm_base,tf_prob,val_loss,val_internal,val_boundary,val_n_anchor,val_start_fs,val_end_fs,es_gate
15,4.17335319519043,0.0035721813328564167,8.33645248413086,0.0031096108723431826,0.0029353348072618246,8.33645248413086,0.0031096108723431826,0.9916666666666667,5.049266978669437,2.052032457517217,8.046501499831756,6,24.0,28.0,0
16,4.059848785400391,0.004422972444444895,8.108077049255371,0.0027743843384087086,0.003840112593024969,8.108077049255371,0.0027743843384087086,0.9911111111111112,4.315656326299444,2.473846692344836,6.157465960262683,6,24.0,28.0,0
17,4.057613372802734,0.0051002283580601215,8.102946281433105,0.0020799501799046993,0.004476362839341164,8.102946281433105,0.0020799501799046993,0.9905555555555555,3.40691468648593,2.8315038971686755,3.982325475809998,6,24.0,28.0,0
18,4.089931011199951,0.007710344158113003,8.163101196289062,0.001339712762273848,0.006825266871601343,8.163101196289062,0.001339712762273848,0.99,3.6295163988390815,3.011393128997016,4.247639668688407,6,24.0,28.0,0
19,4.121227741241455,0.00655034463852644,8.22788143157959,0.0014731519622728229,0.005846957676112652,8.22788143157959,0.0014731519622728229,0.9894444444444445,4.992051805412313,2.972825691426669,7.0112779194079415,6,24.0,28.0,0
20,4.205105781555176,0.005996218882501125,8.396446228027344,0.0017727301456034184,0.005371387116611004,8.396446228027344,0.0017727301456034184,0.9888888888888889,5.33095565414648,2.7530942136450016,7.908817094658623,6,24.0,28.0,0
21,4.045581340789795,0.00516329612582922,8.078001022338867,0.0028352101799100637,0.004512178245931864,8.078001022338867,0.0028352101799100637,0.9883333333333333,5.149993074752646,2.5760158850704054,7.723970264445189,6,24.0,28.0,0
22,4.124509811401367,0.0043778009712696075,8.237410545349121,0.002853731857612729,0.0037902826443314552,8.237410545349121,0.002853731857612729,0.9877777777777778,5.421454799037023,2.378241450351207,8.464668147733684,6,24.0,28.0,0
23,4.100722312927246,0.003432272933423519,8.19346809387207,0.0011123394360765815,0.002895904937759042,8.19346809387207,0.0011123394360765815,0.9872222222222222,4.4381430587887545,2.2379467856122384,6.638339331974147,6,24.0,28.0,0
24,4.08219051361084,0.0033080221619457006,8.156441688537598,0.0013239560648798943,0.002827842952683568,8.156441688537598,0.0013239560648798943,0.9866666666666667,4.177914683437286,2.1325527864866602,6.223276580396267,6,24.0,28.0,0
25,4.028794765472412,0.004942829255014658,8.046524047851562,0.0011799992062151432,0.004260890651494265,8.046524047851562,0.0011799992062151432,0.9861111111111112,2.976733747075178,2.1207672253466625,3.8327002688096483,6,24.0,28.0,0
26,4.08675479888916,0.005134386941790581,8.161797523498535,0.001443385612219572,0.0043593826703727245,8.161797523498535,0.001443385612219572,0.9855555555555555,3.478495533853865,2.156919576951108,4.800071490763579,6,24.0,28.0,0
27,4.074477672576904,0.005276625510305166,8.137012481689453,0.001389404758810997,0.004670556169003248,8.137012481689453,0.001389404758810997,0.985,3.4155395344813635,2.2117363135087285,4.61934275546083,6,24.0,28.0,0
28,4.119925022125244,0.004991193301975727,8.228532791137695,0.0013352333335205913,0.004411485977470875,8.228532791137695,0.0013352333335205913,0.9844444444444445,4.202197963207045,2.235984699550726,6.16841122687177,6,24.0,28.0,0
29,4.100528240203857,0.005242626182734966,8.18905258178711,0.0015183843206614256,0.004574187099933624,8.18905258178711,0.0015183843206614256,0.9838888888888889,5.8943430676706665,2.200731960230985,9.587954175122137,6,24.0,28.0,0
30,4.109131813049316,0.005122153088450432,8.20610237121582,0.0019168121507391334,0.0045226579532027245,8.20610237121582,0.0019168121507391334,0.9833333333333333,3.581844122713142,2.129256377960591,5.034431867472858,6,24.0,28.0,0
31,4.114348411560059,0.004204993601888418,8.218925476074219,0.0013612988404929638,0.003693062113597989,8.218925476074219,0.0013612988404929638,0.9827777777777778,3.288567210180637,2.093563096699097,4.483571323668755,6,24.0,28.0,0
32,4.141084671020508,0.004927477799355984,8.270938873291016,0.0013750660000368953,0.004301546607166529,8.270938873291016,0.0013750660000368953,0.9822222222222222,3.331589887883427,2.1115156461761724,4.551664129597346,6,24.0,28.0,0
33,4.076940536499023,0.0034618619829416275,8.145506858825684,0.0014505831059068441,0.0030262747313827276,8.145506858825684,0.0014505831059068441,0.9816666666666667,2.8209475101092694,2.1599102285512974,3.4819847916728834,6,24.0,28.0,0
34,4.063109874725342,0.006080864928662777,8.112746238708496,0.0013125564437359571,0.0052682687528431416,8.112746238708496,0.0013125564437359571,0.9811111111111112,3.697077484160527,2.2572753570000574,5.136879611328392,6,24.0,28.0,0
35,4.080707550048828,0.004425039514899254,8.151079177856445,0.0014857823261991143,0.003814763156697154,8.151079177856445,0.0014857823261991143,0.9805555555555555,3.0888635799602744,2.378647074370417,3.7990800855563105,6,24.0,28.0,0
36,4.091485500335693,0.004121114034205675,8.173864364624023,0.000864008441567421,0.0035689626820385456,8.173864364624023,0.000864008441567421,0.98,3.094461279768844,2.5050592164367287,3.683863343107149,6,24.0,28.0,0
37,4.12635612487793,0.004705008585005999,8.242364883422852,0.0009373000357300043,0.004134409129619598,8.242364883422852,0.0009373000357300043,0.9794444444444445,3.8685104855446943,2.555058846228574,5.181962124868552,6,24.0,28.0,0
38,4.087446689605713,0.005152586381882429,8.163301467895508,0.0012860629940405488,0.004555088467895985,8.163301467895508,0.0012860629940405488,0.9788888888888889,3.604223279358853,2.486531101837713,4.721915456887203,6,24.0,28.0,0
39,4.167644023895264,0.006177648901939392,8.322171211242676,0.0007622094126418233,0.0053944699466228485,8.322171211242676,0.0007622094126418233,0.9783333333333333,3.488143236397398,2.343363042243776,4.632923430557997,6,24.0,28.0,0
40,4.16212797164917,0.00563309108838439,8.311951637268066,0.0010388437658548355,0.00490260124206543,8.311951637268066,0.0010388437658548355,0.9777777777777777,3.6387158163841837,2.1720558257005984,5.105375807075046,6,24.0,28.0,0
41,4.087111949920654,0.003836705582216382,8.165637016296387,0.0009132753475569189,0.0033122289460152388,8.165637016296387,0.0009132753475569189,0.9772222222222222,2.844839925746833,2.0161570177509325,3.673522833748424,6,24.0,28.0,0
42,4.068593502044678,0.003519157413393259,8.129016876220703,0.0011324553051963449,0.0029864676762372255,8.129016876220703,0.0011324553051963449,0.9766666666666667,2.9202912993089107,1.9712634646710383,3.8693191339526236,6,24.0,28.0,0
43,4.109292984008789,0.005665757227689028,8.206280708312988,0.0009736036881804466,0.004838702734559774,8.206280708312988,0.0009736036881804466,0.9761111111111112,3.080009326364184,2.0056341218675846,4.1543845308669445,6,24.0,28.0,0
44,4.089313507080078,0.003458196297287941,8.170736312866211,0.000974786642473191,0.0029849440325051546,8.170736312866211,0.000974786642473191,0.9755555555555555,3.1706106516119563,2.1254158810125587,4.215805422217696,6,24.0,28.0,0
45,4.028165817260742,0.003332144347950816,8.048567771911621,0.0010998641373589635,0.002933711977675557,8.048567771911621,0.0010998641373589635,0.975,3.926062260944621,2.3131291912205865,5.538995330676508,6,24.0,28.0,0
46,4.172576904296875,0.00547937024384737,8.333163261413574,0.001031662686727941,0.004746197257190943,8.333163261413574,0.001031662686727941,0.9744444444444444,3.8806696084261794,2.3985121490392856,5.362827067820835,6,24.0,28.0,0
47,4.08529806137085,0.005294365808367729,8.158859252929688,0.0011481543770059943,0.004590603057295084,8.158859252929688,0.0011481543770059943,0.9738888888888889,4.28938875735103,2.379225297212811,6.1995522174978275,6,24.0,28.0,0
48,4.102437496185303,0.004666399676352739,8.194625854492188,0.0009166098898276687,0.004100230988115072,8.194625854492188,0.0009166098898276687,0.9733333333333334,3.6329629339031055,2.2758327230867192,4.9900931447267585,6,24.0,28.0,0
49,4.108420372009277,0.004009576048702002,8.207831382751465,0.0009901790181174874,0.003481745719909668,8.207831382751465,0.0009901790181174874,0.9727777777777777,3.4033096371109117,2.1629554567639624,4.6436638174646685,6,24.0,28.0,0
